sports_person_id,name,team_abbr,team_name,position,position_desc,team_id,headshot_url,flag_url,assists,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_on_target,attempt_at_goal_outside_the_penalty_area,attempted_switches_of_play,avg_speed,corners,crosses,crossing_accuracy_rate,defensive_pressures_applied,direct_defensive_pressures_applied,fdcp_top_scorer_rank,forced_turnovers,fouls_against,fouls_for,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,goalkeeper_saves,goals,headed_attempt_at_goal,indirect_red_cards,linebreak_attempted_defensive_line_rate,linebreaks_attempted_defensive_line,number_of_involvements,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,offers_to_receive_total,offsides,own_goals,passes,passing_accuracy_rate,possession,receptions_between_midfield_and_defensive_line,receptions_in_behind,receptions_under_pressure,red_cards,speed_runs,sprints,switches_of_play_rate,total_competition_matches_played,total_competition_minutes_played,total_distance,xg,xg_goal_effiency_rate,yellow_cards
389867,Kylian Mbappe,FRA,France,FW,Forward,285023_43946,https://digitalhub.fifa.com/transform/66f6087d-9563-4644-8f10-5614ef6e1e51/MBAPPE-Kylian_389867,https://api.fifa.com/api/v3/picture/flags-sq-3/FRA,2.0,21.0,29.0,14.0,13.0,7.0,9.0,5.45,3.0,6.0,17.0,100.0,8.0,1.0,14.0,4.0,3.0,,,,6.0,0.0,0.0,89.0,18.0,337.0,113.0,67.0,47.0,157.0,70.0,227.0,2.0,0.0,125.0,90.0,,91.0,16.0,97.0,0.0,278.0,137.0,89.0,,378.0,34419.19,2.43,2.47x,0.0
229397,Lionel Messi,ARG,Argentina,FW,Forward,285023_43922,https://digitalhub.fifa.com/transform/19823774-fac0-485a-8a8f-572e7324c6c2/MESSI-Lionel_229397,https://api.fifa.com/api/v3/picture/flags-sq-3/ARG,0.0,15.0,40.0,7.0,9.0,8.0,3.0,4.58,7.0,7.0,43.0,48.0,10.0,2.0,4.0,1.0,6.0,,,,6.0,0.0,0.0,86.0,7.0,255.0,16.0,58.0,16.0,63.0,27.0,90.0,2.0,0.0,101.0,75.0,,57.0,1.0,62.0,0.0,151.0,69.0,67.0,,223.0,17230.39,3.08,1.95x,0.0
419652,Erling Haaland,NOR,Norway,FW,Forward,285023_43961,https://digitalhub.fifa.com/transform/ee269811-9f84-401f-99b8-e953a2704ebb/HAALAND-Erling_419652,https://api.fifa.com/api/v3/picture/flags-sq-3/NOR,0.0,,,,,,0.0,4.29,,0.0,0.0,70.0,4.0,3.0,9.0,4.0,3.0,,,,5.0,,0.0,25.0,4.0,99.0,36.0,13.0,0.0,38.0,11.0,49.0,0.0,0.0,26.0,65.0,,36.0,7.0,40.0,0.0,240.0,112.0,0.0,,309.0,29515.46,,,0.0
369419,Harry Kane,ENG,England,FW,Forward,285023_43942,https://digitalhub.fifa.com/transform/5ad83fe6-1139-4f92-a97c-669052eb1755/KANE-Harry_369419,https://api.fifa.com/api/v3/picture/flags-sq-3/ENG,,,,,,,1.0,6.63,,1.0,0.0,152.0,12.0,4.0,18.0,5.0,6.0,,,,,,0.0,67.0,6.0,169.0,24.0,46.0,17.0,74.0,13.0,87.0,1.0,0.0,59.0,75.0,,44.0,4.0,52.0,0.0,514.0,168.0,100.0,,394.0,43443.8,,,0.0
398680,Ousmane Dembele,FRA,France,FW,Forward,285023_43946,https://digitalhub.fifa.com/transform/e6eee717-fd8c-4f8f-a7e0-c4f978fe327f/DEMBELE-Ousmane_398680,https://api.fifa.com/api/v3/picture/flags-sq-3/FRA,2.0,10.0,40.0,6.0,5.0,4.0,3.0,6.35,7.0,14.0,14.0,137.0,6.0,5.0,15.0,0.0,2.0,,,,4.0,0.0,0.0,59.0,17.0,387.0,25.0,44.0,27.0,34.0,62.0,96.0,2.0,0.0,157.0,83.0,,81.0,9.0,67.0,0.0,404.0,125.0,100.0,,304.0,32227.35,0.98,4.08x,0.0
430751,Mikel Oyarzabal,ESP,Spain,FW,Forward,285023_43969,https://digitalhub.fifa.com/transform/2f46ed20-b155-4201-8b97-badbc3619450/OYARZABAL-Mikel_430751,https://api.fifa.com/api/v3/picture/flags-sq-3/ESP,1.0,17.0,24.0,13.0,8.0,4.0,2.0,5.78,0.0,8.0,13.0,105.0,8.0,6.0,28.0,2.0,2.0,,,,4.0,5.0,0.0,33.0,3.0,200.0,89.0,52.0,5.0,118.0,28.0,146.0,0.0,0.0,64.0,77.0,,71.0,11.0,75.0,0.0,349.0,157.0,50.0,,333.0,31944.17,2.78,1.44x,0.0
405742,Vinicius Junior,BRA,Brazil,FW,Forward,285023_43924,https://digitalhub.fifa.com/transform/1c2722c3-a70b-49d8-bdb4-77109161f533/VINICIUS-JUNIOR_405742,https://api.fifa.com/api/v3/picture/flags-sq-3/BRA,1.0,15.0,27.0,12.0,10.0,3.0,4.0,5.72,1.0,14.0,43.0,120.0,7.0,7.0,9.0,4.0,9.0,,,,4.0,1.0,0.0,80.0,10.0,333.0,89.0,104.0,27.0,103.0,117.0,220.0,3.0,0.0,120.0,81.0,,71.0,15.0,90.0,0.0,421.0,208.0,100.0,,398.0,37923.91,3.07,1.3x,0.0
401889,Ismaila Sarr,SEN,Senegal,FW,Forward,285023_43879,https://digitalhub.fifa.com/transform/695226c6-92b8-4aa6-995e-dcdd2d08eb96/SARR-Ismaila_401889,https://api.fifa.com/api/v3/picture/flags-sq-3/SEN,,,,15.0,,2.0,0.0,6.69,,2.0,0.0,157.0,11.0,8.0,18.0,1.0,9.0,,,,,2.0,0.0,50.0,10.0,213.0,68.0,51.0,8.0,96.0,31.0,127.0,2.0,0.0,73.0,78.0,,73.0,7.0,102.0,0.0,556.0,216.0,0.0,,419.0,46719.89,,,0.0
484851,Deniz Undav,GER,Germany,FW,Forward,285023_43948,https://digitalhub.fifa.com/transform/3ec30e08-a7eb-4781-aea8-0e9ff86ebef1/UNDAV-Deniz_484851,https://api.fifa.com/api/v3/picture/flags-sq-3/GER,2.0,6.0,50.0,5.0,4.0,1.0,0.0,6.03,0.0,2.0,0.0,53.0,7.0,9.0,6.0,3.0,0.0,,,,3.0,0.0,0.0,50.0,4.0,85.0,12.0,7.0,0.0,13.0,6.0,19.0,0.0,0.0,31.0,74.0,,27.0,5.0,30.0,0.0,205.0,59.0,0.0,,174.0,17404.37,1.43,2.1x,0.0
502727,Johan Manzambi,SUI,Switzerland,MF,Midfielder,285023_43971,https://digitalhub.fifa.com/transform/a0cb9413-32ea-4b8f-9801-55474cb12b77/MANZAMBI-Johan_502727,https://api.fifa.com/api/v3/picture/flags-sq-3/SUI,,,,4.0,,2.0,0.0,6.6,,7.0,43.0,102.0,13.0,10.0,14.0,3.0,3.0,,,,,0.0,0.0,57.0,7.0,153.0,37.0,66.0,12.0,82.0,33.0,115.0,1.0,0.0,54.0,80.0,,36.0,5.0,57.0,0.0,345.0,113.0,0.0,,,24380.51,,,0.0
429157,Julian Quinones,MEX,Mexico,FW,Forward,285023_43911,https://digitalhub.fifa.com/transform/ea06becb-97b2-4f89-8464-5e0854cb7f81/QUINONES-Julian_429157,https://api.fifa.com/api/v3/picture/flags-sq-3/MEX,,,,7.0,,4.0,1.0,6.6,,3.0,33.0,145.0,7.0,11.0,11.0,5.0,7.0,,,,,2.0,0.0,100.0,5.0,278.0,83.0,97.0,22.0,100.0,102.0,202.0,1.0,0.0,106.0,80.0,,66.0,5.0,120.0,0.0,486.0,205.0,100.0,,,39050.0,,,0.0
448152,Cody Gakpo,NED,Netherlands,FW,Forward,285023_43960,https://digitalhub.fifa.com/transform/bbb5637f-0587-4ddd-8a82-604c0d921bb3/GAKPO-Cody_448152,https://api.fifa.com/api/v3/picture/flags-sq-3/NED,1.0,10.0,30.0,8.0,6.0,2.0,1.0,5.98,1.0,10.0,10.0,127.0,7.0,12.0,15.0,3.0,3.0,,,,3.0,2.0,0.0,67.0,18.0,257.0,56.0,39.0,8.0,54.0,49.0,103.0,3.0,0.0,100.0,79.0,,86.0,5.0,72.0,0.0,418.0,177.0,0.0,,394.0,39227.0,1.35,2.23x,0.0
424051,Brian Brobbey,NED,Netherlands,FW,Forward,285023_43960,https://digitalhub.fifa.com/transform/15246275-ff97-404c-bac3-ce793d98c744/BROBBEY-Brian_424051,https://api.fifa.com/api/v3/picture/flags-sq-3/NED,0.0,,,,,,0.0,5.72,,1.0,0.0,53.0,2.0,13.0,18.0,4.0,3.0,,,,3.0,,0.0,0.0,0.0,61.0,75.0,13.0,3.0,77.0,14.0,91.0,2.0,0.0,21.0,86.0,,25.0,5.0,28.0,0.0,226.0,77.0,0.0,,245.0,22528.72,,,0.0
466624,Folarin Balogun,USA,USA,FW,Forward,285023_43921,https://digitalhub.fifa.com/transform/bd47db79-966e-4eba-a8da-f6ba01148f27/BALOGUN-Folarin_466624,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,,,,11.0,,0.0,0.0,4.42,,4.0,0.0,78.0,6.0,14.0,20.0,3.0,7.0,,,,,1.0,0.0,60.0,5.0,119.0,70.0,55.0,2.0,99.0,28.0,127.0,3.0,0.0,34.0,68.0,,44.0,14.0,47.0,1.0,243.0,132.0,0.0,,250.0,24750.92,,,1.0
430609,Matheus Cunha,BRA,Brazil,FW,Forward,285023_43924,https://digitalhub.fifa.com/transform/9189da72-e1b5-4e7b-800d-7eeca119f08c/MATHEUS-CUNHA_430609,https://api.fifa.com/api/v3/picture/flags-sq-3/BRA,0.0,9.0,33.0,4.0,4.0,5.0,0.0,6.13,2.0,4.0,0.0,90.0,10.0,15.0,6.0,1.0,2.0,,,,3.0,0.0,0.0,50.0,8.0,199.0,47.0,85.0,33.0,131.0,34.0,165.0,1.0,0.0,81.0,86.0,,37.0,2.0,66.0,0.0,338.0,109.0,0.0,,260.0,26580.05,1.15,2.61x,0.0
405454,Elijah Just,NZL,New Zealand,MF,Midfielder,285023_43978,https://digitalhub.fifa.com/transform/fe32736f-5d5f-4870-8db3-5b4560835f53/JUST-Elijah_405454,https://api.fifa.com/api/v3/picture/flags-sq-3/NZL,0.0,7.0,43.0,5.0,5.0,2.0,2.0,6.88,0.0,1.0,0.0,152.0,18.0,16.0,19.0,3.0,2.0,,,,3.0,0.0,0.0,20.0,5.0,236.0,36.0,101.0,25.0,100.0,62.0,162.0,0.0,0.0,99.0,86.0,,35.0,2.0,72.0,0.0,460.0,178.0,50.0,,291.0,33430.3,0.86,3.48x,1.0
441257,Jonathan David,CAN,Canada,FW,Forward,285023_43899,https://digitalhub.fifa.com/transform/97ad628a-b97d-4657-ac41-f2a667c534e6/DAVID-Jonathan_441257,https://api.fifa.com/api/v3/picture/flags-sq-3/CAN,,,,,,,1.0,6.64,,6.0,0.0,169.0,15.0,17.0,39.0,2.0,4.0,,,,,,0.0,50.0,6.0,242.0,52.0,88.0,24.0,105.0,59.0,164.0,0.0,0.0,79.0,73.0,,75.0,9.0,72.0,0.0,531.0,187.0,100.0,,,40819.27,,,0.0
201200,Cristiano Ronaldo,POR,Portugal,FW,Forward,285023_43963,https://digitalhub.fifa.com/transform/7b63f223-fda2-4d56-b218-f143f0abd2d8/CRISTIANO-RONALDO_201200,https://api.fifa.com/api/v3/picture/flags-sq-3/POR,0.0,,,,,,0.0,5.04,,1.0,0.0,58.0,5.0,18.0,6.0,2.0,3.0,,,,3.0,,0.0,25.0,4.0,206.0,83.0,72.0,13.0,135.0,33.0,168.0,5.0,0.0,87.0,87.0,,54.0,6.0,59.0,0.0,256.0,123.0,0.0,,385.0,32444.66,,,0.0
448598,Ismael Saibari,MAR,Morocco,MF,Midfielder,285023_43872,https://digitalhub.fifa.com/transform/250526c6-26b5-4425-8a21-231c7952e34d/SAIBARI-Ismael_448598,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,,,,,,,1.0,6.63,,7.0,29.0,171.0,16.0,19.0,31.0,8.0,3.0,,,,,,0.0,75.0,8.0,242.0,144.0,114.0,30.0,173.0,115.0,288.0,2.0,0.0,94.0,84.0,,65.0,9.0,92.0,0.0,587.0,297.0,100.0,,390.0,42835.36,,,0.0
411367,Kai Havertz,GER,Germany,FW,Forward,285023_43948,https://digitalhub.fifa.com/transform/1fdd4d11-97d1-4392-b345-5a5eecc54839/HAVERTZ-Kai_411367,https://api.fifa.com/api/v3/picture/flags-sq-3/GER,,,,,,,0.0,6.93,,3.0,67.0,99.0,14.0,20.0,19.0,3.0,4.0,,,,,,0.0,0.0,2.0,290.0,95.0,88.0,21.0,127.0,77.0,204.0,1.0,0.0,117.0,86.0,,80.0,8.0,78.0,0.0,577.0,202.0,0.0,,,44897.03,,,1.0
441316,Yoane Wissa,COD,Congo DR,FW,Forward,285023_20014,https://digitalhub.fifa.com/transform/df278077-1306-4bc3-99d3-0842d69fdec3/WISSA-Yoane_441316,https://api.fifa.com/api/v3/picture/flags-sq-3/COD,0.0,,,,,,0.0,6.07,,2.0,0.0,118.0,5.0,21.0,11.0,5.0,9.0,,,,3.0,,0.0,40.0,5.0,195.0,52.0,64.0,11.0,103.0,24.0,127.0,1.0,0.0,69.0,87.0,,50.0,3.0,81.0,0.0,384.0,140.0,0.0,,409.0,41481.27,,,0.0
489518,Crysencio Summerville,NED,Netherlands,FW,Forward,285023_43960,https://digitalhub.fifa.com/transform/86e9f724-fc5f-4969-92e3-ac658dafacdd/SUMMERVILLE-Crysencio_489518,https://api.fifa.com/api/v3/picture/flags-sq-3/NED,2.0,2.0,100.0,1.0,2.0,1.0,0.0,6.16,3.0,8.0,13.0,75.0,13.0,22.0,17.0,2.0,5.0,,,,2.0,0.0,0.0,83.0,6.0,182.0,39.0,28.0,13.0,40.0,40.0,80.0,1.0,0.0,67.0,84.0,,46.0,6.0,62.0,0.0,285.0,131.0,0.0,,282.0,28089.07,0.16,12.33x,1.0
393480,Breel Embolo,SUI,Switzerland,FW,Forward,285023_43971,https://digitalhub.fifa.com/transform/b2483096-041c-489b-a1c5-6d930f380909/EMBOLO-Breel_393480,https://api.fifa.com/api/v3/picture/flags-sq-3/SUI,2.0,9.0,22.0,7.0,4.0,2.0,0.0,5.64,0.0,1.0,0.0,114.0,15.0,23.0,32.0,6.0,8.0,,,,2.0,1.0,0.0,50.0,6.0,135.0,77.0,37.0,1.0,103.0,12.0,115.0,2.0,0.0,49.0,76.0,,50.0,10.0,59.0,0.0,350.0,172.0,0.0,,369.0,34576.28,2.53,0.79x,0.0
358112,Romelu Lukaku,BEL,Belgium,FW,Forward,285023_43935,https://digitalhub.fifa.com/transform/302b7fb7-6964-4a52-8db4-9c12778b80fa/LUKAKU-Romelu_358112,https://api.fifa.com/api/v3/picture/flags-sq-3/BEL,1.0,5.0,40.0,5.0,2.0,0.0,0.0,5.39,0.0,0.0,0.0,42.0,1.0,24.0,1.0,1.0,0.0,,,,2.0,2.0,0.0,100.0,2.0,93.0,72.0,39.0,3.0,97.0,17.0,114.0,1.0,0.0,36.0,81.0,,43.0,1.0,38.0,0.0,169.0,58.0,0.0,,215.0,17718.9,0.69,2.88x,1.0
484860,Bradley Barcola,FRA,France,FW,Forward,285023_43946,https://digitalhub.fifa.com/transform/10e80ef7-3aa9-4c07-9639-e8bc04828d31/BARCOLA-Bradley_484860,https://api.fifa.com/api/v3/picture/flags-sq-3/FRA,1.0,5.0,40.0,5.0,3.0,0.0,0.0,6.09,0.0,5.0,20.0,79.0,12.0,25.0,11.0,1.0,0.0,,,,2.0,1.0,0.0,71.0,7.0,189.0,45.0,20.0,12.0,36.0,41.0,77.0,1.0,0.0,72.0,89.0,,55.0,8.0,58.0,0.0,175.0,92.0,0.0,,233.0,23409.91,1.22,1.64x,0.0
402261,Nicolas Pepe,CIV,Côte d'Ivoire,FW,Forward,285023_43854,https://digitalhub.fifa.com/transform/1c7519d2-960c-4d19-83e7-40a155f1a8eb/PEPE-Nicolas_402261,https://api.fifa.com/api/v3/picture/flags-sq-3/CIV,1.0,6.0,33.0,5.0,3.0,1.0,0.0,6.05,6.0,10.0,30.0,97.0,15.0,26.0,19.0,1.0,1.0,,,,2.0,0.0,0.0,60.0,10.0,267.0,51.0,64.0,21.0,88.0,48.0,136.0,1.0,0.0,109.0,85.0,,59.0,8.0,57.0,0.0,289.0,154.0,0.0,,255.0,25237.91,1.42,1.41x,1.0
431788,Pape Gueye,SEN,Senegal,MF,Midfielder,285023_43879,https://digitalhub.fifa.com/transform/ce2a3833-450c-413b-990f-7c76132e4913/GUEYE-Pape_431788,https://api.fifa.com/api/v3/picture/flags-sq-3/SEN,1.0,8.0,25.0,1.0,3.0,7.0,5.0,6.87,0.0,3.0,33.0,51.0,10.0,27.0,7.0,4.0,2.0,,,,2.0,0.0,0.0,54.0,13.0,369.0,13.0,51.0,43.0,79.0,28.0,107.0,0.0,0.0,161.0,86.0,,16.0,2.0,99.0,0.0,356.0,114.0,100.0,,257.0,29411.07,0.37,5.4x,1.0
448131,Ruben Vargas,SUI,Switzerland,FW,Forward,285023_43971,https://digitalhub.fifa.com/transform/625f7ce0-81a9-4bab-9b18-c9ec395b5096/VARGAS-Ruben_448131,https://api.fifa.com/api/v3/picture/flags-sq-3/SUI,1.0,6.0,33.0,4.0,4.0,2.0,0.0,5.96,11.0,22.0,27.0,68.0,17.0,28.0,14.0,5.0,4.0,,,,2.0,0.0,0.0,47.0,15.0,212.0,54.0,16.0,3.0,29.0,44.0,73.0,0.0,0.0,78.0,76.0,,67.0,6.0,37.0,0.0,307.0,138.0,0.0,,268.0,26697.29,1.31,1.53x,0.0
419100,Maxi Araujo,URU,Uruguay,MF,Midfielder,285023_43930,https://digitalhub.fifa.com/transform/f1a7af03-ada1-4642-927c-5fe06844c89c/ARAUJO-Maxi_419100,https://api.fifa.com/api/v3/picture/flags-sq-3/URU,1.0,4.0,50.0,3.0,3.0,1.0,0.0,5.96,10.0,18.0,44.0,79.0,11.0,29.0,10.0,2.0,7.0,,,,2.0,2.0,0.0,86.0,7.0,174.0,74.0,51.0,10.0,72.0,63.0,135.0,6.0,0.0,57.0,88.0,,45.0,7.0,55.0,0.0,308.0,129.0,0.0,,278.0,27642.83,1.09,1.83x,0.0
379942,Riyad Mahrez,ALG,Algeria,FW,Forward,285023_43843,https://digitalhub.fifa.com/transform/172fb59c-24f2-4bc0-82a2-cdc869badf53/MAHREZ-Riyad_379942,https://api.fifa.com/api/v3/picture/flags-sq-3/ALG,1.0,6.0,33.0,4.0,3.0,2.0,6.0,6.48,5.0,9.0,33.0,102.0,13.0,30.0,22.0,1.0,7.0,,,,2.0,0.0,0.0,67.0,9.0,325.0,83.0,59.0,19.0,62.0,99.0,161.0,1.0,0.0,147.0,86.0,,51.0,4.0,73.0,0.0,382.0,130.0,100.0,,288.0,31107.72,1.49,1.34x,0.0
384797,Ramin Rezaeian,IRN,IR Iran,DF,Defender,285023_43817,https://digitalhub.fifa.com/transform/0aad53c3-8ade-4161-8605-09eed82b2c23/REZAEIAN-Ramin_384797,https://api.fifa.com/api/v3/picture/flags-sq-3/IRN,1.0,4.0,50.0,4.0,2.0,0.0,0.0,6.79,7.0,17.0,29.0,82.0,10.0,31.0,9.0,2.0,3.0,,,,2.0,0.0,0.0,50.0,12.0,223.0,29.0,67.0,55.0,19.0,132.0,151.0,1.0,0.0,98.0,69.0,,19.0,3.0,43.0,0.0,458.0,170.0,0.0,,309.0,34994.84,0.97,2.06x,0.0
448202,Jude Bellingham,ENG,England,MF,Midfielder,285023_43942,https://digitalhub.fifa.com/transform/d711b37f-ec06-4ea7-bb52-50ba0a42ef67/BELLINGHAM-Jude_448202,https://api.fifa.com/api/v3/picture/flags-sq-3/ENG,,,,8.0,,1.0,3.0,6.43,,9.0,11.0,91.0,13.0,32.0,14.0,4.0,6.0,,,,,2.0,0.0,50.0,12.0,327.0,75.0,168.0,67.0,238.0,72.0,310.0,1.0,0.0,131.0,86.0,,53.0,7.0,104.0,0.0,483.0,219.0,100.0,,,36539.14,,,1.0
430413,Ayase Ueda,JPN,Japan,FW,Forward,285023_43819,https://digitalhub.fifa.com/transform/1b05e82f-94e8-470d-9c12-f9bdf1a0e080/UEDA-Ayase_430413,https://api.fifa.com/api/v3/picture/flags-sq-3/JPN,1.0,9.0,22.0,5.0,4.0,4.0,0.0,6.28,0.0,1.0,0.0,173.0,9.0,33.0,11.0,6.0,4.0,,,,2.0,2.0,0.0,50.0,4.0,117.0,82.0,80.0,3.0,141.0,24.0,165.0,1.0,0.0,35.0,74.0,,45.0,2.0,59.0,0.0,385.0,141.0,0.0,,349.0,36607.93,0.63,3.15x,0.0
448355,Leandro Trossard,BEL,Belgium,FW,Forward,285023_43935,https://digitalhub.fifa.com/transform/78476568-5abb-4047-b6c0-fd9651e0f39d/TROSSARD-Leandro_448355,https://api.fifa.com/api/v3/picture/flags-sq-3/BEL,1.0,13.0,15.0,8.0,4.0,5.0,3.0,6.72,0.0,8.0,50.0,119.0,8.0,34.0,19.0,3.0,7.0,,,,2.0,0.0,0.0,56.0,9.0,406.0,61.0,73.0,27.0,84.0,77.0,161.0,1.0,0.0,164.0,87.0,,76.0,8.0,73.0,0.0,579.0,194.0,67.0,,401.0,44881.63,1.53,1.31x,0.0
522846,Ermin Mahmic,BIH,Bosnia and Herzegovina,MF,Midfielder,285023_44037,https://digitalhub.fifa.com/transform/ef292137-a5b1-44b8-b329-031d23320552/MAHMIC-Ermin_522846,https://api.fifa.com/api/v3/picture/flags-sq-3/BIH,0.0,,,,,,1.0,5.34,,1.0,0.0,41.0,3.0,35.0,1.0,1.0,1.0,,,,2.0,,0.0,0.0,0.0,45.0,13.0,16.0,6.0,26.0,9.0,35.0,0.0,0.0,16.0,75.0,,6.0,0.0,5.0,0.0,155.0,57.0,100.0,,88.0,10657.09,,,1.0
486130,Habib Diarra,SEN,Senegal,MF,Midfielder,285023_43879,https://digitalhub.fifa.com/transform/87016310-d872-4f1d-b60a-2c9e702190d7/DIARRA-Habib_486130,https://api.fifa.com/api/v3/picture/flags-sq-3/SEN,,,,,,,0.0,4.92,,1.0,0.0,73.0,14.0,36.0,12.0,2.0,2.0,,,,,,0.0,50.0,2.0,133.0,36.0,19.0,13.0,52.0,16.0,68.0,0.0,0.0,54.0,96.0,,15.0,1.0,33.0,0.0,221.0,92.0,0.0,,168.0,18234.36,,,0.0
299200,Marko Arnautovic,AUT,Austria,FW,Forward,285023_43934,https://digitalhub.fifa.com/transform/8bc6e66f-1f5a-4f1d-813d-41c4ab04c6ac/ARNAUTOVIC-Marko_299200,https://api.fifa.com/api/v3/picture/flags-sq-3/AUT,0.0,3.0,67.0,3.0,3.0,0.0,0.0,5.44,0.0,1.0,0.0,35.0,1.0,37.0,5.0,3.0,1.0,,,,2.0,0.0,0.0,0.0,0.0,75.0,17.0,8.0,0.0,19.0,6.0,25.0,5.0,0.0,32.0,78.0,,25.0,5.0,30.0,0.0,156.0,57.0,0.0,,173.0,15762.88,1.31,1.53x,1.0
390670,Cyle Larin,CAN,Canada,FW,Forward,285023_43899,https://digitalhub.fifa.com/transform/21086aea-3ec5-47b2-a81f-f7316489183a/LARIN-Cyle_390670,https://api.fifa.com/api/v3/picture/flags-sq-3/CAN,0.0,,,,,,0.0,4.37,,0.0,0.0,69.0,5.0,38.0,8.0,3.0,1.0,,,,2.0,,0.0,0.0,1.0,63.0,41.0,19.0,11.0,46.0,25.0,71.0,3.0,0.0,18.0,83.0,,23.0,1.0,30.0,0.0,180.0,85.0,0.0,,187.0,17521.39,,,1.0
430822,Amad Diallo,CIV,Côte d'Ivoire,FW,Forward,285023_43854,https://digitalhub.fifa.com/transform/92354f59-681a-4409-b1eb-0e0744a78da8/DIALLO-Amad_430822,https://api.fifa.com/api/v3/picture/flags-sq-3/CIV,0.0,,,,,,1.0,6.15,,7.0,29.0,54.0,12.0,39.0,8.0,0.0,2.0,,,,2.0,,0.0,100.0,4.0,193.0,34.0,40.0,21.0,31.0,64.0,95.0,1.0,0.0,73.0,95.0,,48.0,3.0,62.0,0.0,270.0,104.0,100.0,,211.0,21888.37,,,0.0
431200,Daniel Munoz,COL,Colombia,DF,Defender,285023_43926,https://digitalhub.fifa.com/transform/597b88e8-d3ab-4f1f-9ba5-c031478769d3/MUNOZ-Daniel_431200,https://api.fifa.com/api/v3/picture/flags-sq-3/COL,0.0,3.0,67.0,3.0,2.0,0.0,0.0,6.73,0.0,4.0,25.0,30.0,8.0,40.0,8.0,4.0,1.0,,,,2.0,0.0,0.0,0.0,2.0,225.0,73.0,63.0,61.0,24.0,173.0,197.0,2.0,0.0,103.0,93.0,,20.0,6.0,29.0,0.0,296.0,114.0,0.0,,216.0,23221.86,0.64,3.11x,0.0
356731,Raul Jimenez,MEX,Mexico,FW,Forward,285023_43911,https://digitalhub.fifa.com/transform/ec48d7a7-0cf7-4fc8-b999-e3c15fee5e98/JIMENEZ-Raul_356731,https://api.fifa.com/api/v3/picture/flags-sq-3/MEX,0.0,10.0,20.0,7.0,4.0,3.0,0.0,4.26,0.0,0.0,0.0,59.0,3.0,41.0,9.0,4.0,2.0,,,,2.0,5.0,0.0,57.0,7.0,144.0,50.0,62.0,2.0,84.0,30.0,114.0,1.0,0.0,53.0,74.0,,57.0,6.0,59.0,0.0,220.0,104.0,0.0,,241.0,22902.77,1.87,1.07x,0.0
441137,Anthony Elanga,SWE,Sweden,FW,Forward,285023_43970,https://digitalhub.fifa.com/transform/38e8d10e-aa56-4837-a589-35bc4dcc23a3/ELANGA-Anthony_441137,https://api.fifa.com/api/v3/picture/flags-sq-3/SWE,0.0,3.0,67.0,2.0,3.0,1.0,0.0,5.94,1.0,12.0,0.0,31.0,1.0,42.0,10.0,0.0,7.0,,,,2.0,0.0,0.0,33.0,9.0,192.0,47.0,56.0,7.0,40.0,70.0,110.0,1.0,0.0,76.0,79.0,,39.0,7.0,59.0,0.0,211.0,118.0,0.0,,247.0,24265.7,0.53,3.77x,0.0
448557,Daichi Kamada,JPN,Japan,MF,Midfielder,285023_43819,https://digitalhub.fifa.com/transform/40432f8c-1b4a-444e-b3a4-709164e708d6/KAMADA-Daichi_448557,https://api.fifa.com/api/v3/picture/flags-sq-3/JPN,0.0,,,,,,3.0,6.49,,4.0,50.0,116.0,22.0,43.0,13.0,2.0,4.0,,,,2.0,,0.0,50.0,6.0,436.0,19.0,92.0,101.0,134.0,78.0,212.0,1.0,0.0,200.0,85.0,,34.0,0.0,52.0,0.0,423.0,128.0,100.0,,359.0,38789.21,,,1.0
489688,Yasin Ayari,SWE,Sweden,MF,Midfielder,285023_43970,https://digitalhub.fifa.com/transform/ac9ed8a6-7b39-4962-8245-b80556224ca0/AYARI-Yasin_489688,https://api.fifa.com/api/v3/picture/flags-sq-3/SWE,0.0,7.0,29.0,1.0,3.0,6.0,3.0,6.4,9.0,17.0,29.0,100.0,22.0,44.0,21.0,4.0,8.0,,,,2.0,0.0,0.0,0.0,2.0,278.0,21.0,59.0,68.0,111.0,37.0,148.0,0.0,0.0,107.0,79.0,,28.0,2.0,85.0,0.0,434.0,109.0,67.0,,371.0,39607.81,0.44,4.59x,1.0
401444,Youri Tielemans,BEL,Belgium,MF,Midfielder,285023_43935,https://digitalhub.fifa.com/transform/158822ad-a0e9-406c-a84d-e79b0392409f/TIELEMANS-Youri_401444,https://api.fifa.com/api/v3/picture/flags-sq-3/BEL,0.0,,,,,,2.0,6.84,,12.0,17.0,91.0,14.0,45.0,15.0,6.0,9.0,,,,2.0,,0.0,50.0,10.0,486.0,56.0,69.0,94.0,149.0,70.0,219.0,1.0,0.0,214.0,87.0,,37.0,3.0,102.0,0.0,692.0,211.0,100.0,,438.0,49842.18,,,0.0
