sports_person_id,name,team_abbr,team_name,position,position_desc,team_id,headshot_url,flag_url,assists,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_on_target,attempt_at_goal_outside_the_penalty_area,attempted_switches_of_play,avg_speed,corners,crosses,crossing_accuracy_rate,defensive_pressures_applied,direct_defensive_pressures_applied,fdcp_top_scorer_rank,forced_turnovers,fouls_against,fouls_for,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,goalkeeper_saves,goals,headed_attempt_at_goal,indirect_red_cards,linebreak_attempted_defensive_line_rate,linebreaks_attempted_defensive_line,number_of_involvements,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,offers_to_receive_total,offsides,own_goals,passes,passing_accuracy_rate,possession,receptions_between_midfield_and_defensive_line,receptions_in_behind,receptions_under_pressure,red_cards,speed_runs,sprints,switches_of_play_rate,total_competition_matches_played,total_competition_minutes_played,total_distance,xg,xg_goal_effiency_rate,yellow_cards
463221,Nkosinathi Sibisi,RSA,South Africa,DF,Defender,285023_43883,https://digitalhub.fifa.com/transform/1fb66990-444a-4e4b-9047-41c2542ea91a/SIBISI-Nkosinathi_463221,https://api.fifa.com/api/v3/picture/flags-sq-3/RSA,0.0,,,,,,3.0,1.39,,0.0,0.0,15.0,6.0,806.0,2.0,1.0,0.0,,,,0.0,,0.0,100.0,1.0,108.0,0.0,2.0,14.0,4.0,12.0,16.0,0.0,0.0,52.0,81.0,,0.0,0.0,12.0,0.0,101.0,38.0,100.0,,101.0,9387.59,,,1.0
433724,Willy Semedo,CPV,Cabo Verde,MF,Midfielder,285023_43850,https://digitalhub.fifa.com/transform/37b3a4c5-6899-487c-892a-1d9791945ba3/WILLY-SEMEDO_433724,https://api.fifa.com/api/v3/picture/flags-sq-3/CPV,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.66,0.0,1.0,0.0,33.0,5.0,807.0,6.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,79.0,16.0,18.0,2.0,19.0,17.0,36.0,0.0,0.0,25.0,88.0,,20.0,1.0,29.0,0.0,129.0,66.0,0.0,,101.0,11697.35,0.05,0x,0.0
369530,Jhon Cordoba,COL,Colombia,FW,Forward,285023_43926,https://digitalhub.fifa.com/transform/549e0eab-ae8f-4f4b-8d9b-36cbeaae716c/CORDOBA-Jhon_369530,https://api.fifa.com/api/v3/picture/flags-sq-3/COL,,,,2.0,,0.0,0.0,3.63,,0.0,0.0,22.0,2.0,808.0,2.0,1.0,2.0,,,,,1.0,0.0,0.0,0.0,29.0,22.0,7.0,0.0,23.0,6.0,29.0,2.0,0.0,11.0,73.0,,11.0,3.0,8.0,0.0,97.0,31.0,0.0,,,9281.05,,,0.0
463746,Endrick,BRA,Brazil,FW,Forward,285023_43924,https://digitalhub.fifa.com/transform/a3eda53d-b792-4cbf-8924-159d1b6d75af/ENDRICK_463746,https://api.fifa.com/api/v3/picture/flags-sq-3/BRA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.49,0.0,1.0,0.0,36.0,4.0,809.0,3.0,1.0,1.0,,,,0.0,0.0,0.0,25.0,4.0,47.0,30.0,11.0,3.0,37.0,7.0,44.0,1.0,0.0,18.0,83.0,,13.0,1.0,15.0,0.0,72.0,41.0,0.0,,102.0,10030.85,0.09,0x,0.0
385248,Florian Grillitsch,AUT,Austria,MF,Midfielder,285023_43934,https://digitalhub.fifa.com/transform/255e18de-7d1d-4a99-a05c-8047149ec1bc/GRILLITSCH-Florian_385248,https://api.fifa.com/api/v3/picture/flags-sq-3/AUT,,,,,,,0.0,3.44,,1.0,0.0,49.0,11.0,810.0,0.0,3.0,1.0,,,,,,0.0,80.0,5.0,133.0,2.0,10.0,19.0,22.0,9.0,31.0,0.0,0.0,60.0,92.0,,3.0,0.0,16.0,0.0,142.0,41.0,0.0,,102.0,11799.4,,,0.0
442431,Scott Mckenna,SCO,Scotland,DF,Defender,285023_43967,https://digitalhub.fifa.com/transform/073ebe12-5ba9-4de4-8729-2a0b0e942b43/McKENNA-Scott_442431,https://api.fifa.com/api/v3/picture/flags-sq-3/SCO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.87,0.0,0.0,0.0,3.0,3.0,811.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,94.0,,1.0,0.0,4.0,0.0,63.0,17.0,100.0,,102.0,9598.73,0.0,0x,0.0
372266,Sofyan Amrabat,MAR,Morocco,MF,Midfielder,285023_43872,https://digitalhub.fifa.com/transform/cf6efacc-6c34-4679-b833-b2c5371b4ee6/AMRABAT-Sofyan_372266,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,0.0,,,,,,2.0,1.6,,0.0,0.0,26.0,13.0,812.0,5.0,1.0,1.0,,,,0.0,,0.0,100.0,2.0,144.0,1.0,9.0,38.0,42.0,6.0,48.0,0.0,0.0,70.0,93.0,,2.0,0.0,12.0,0.0,164.0,48.0,100.0,,103.0,11049.0,,,0.0
485767,Redouane Halhal,MAR,Morocco,DF,Defender,285023_43872,https://digitalhub.fifa.com/transform/e515f777-c663-46b0-87e3-9f467c48184f/HALHAL-Redouane_485767,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,0.0,,,,,,0.0,1.44,,0.0,0.0,4.0,3.0,812.0,0.0,1.0,3.0,,,,0.0,,0.0,0.0,0.0,116.0,0.0,0.0,11.0,1.0,10.0,11.0,1.0,0.0,53.0,94.0,,0.0,0.0,17.0,0.0,85.0,32.0,0.0,,103.0,9908.08,,,0.0
406231,Yunus Akgun,TUR,Türkiye,FW,Forward,285023_43972,https://digitalhub.fifa.com/transform/32587fe7-0e67-4aa1-8b07-3a1618183e80/AKGUN-Yunus_406231,https://api.fifa.com/api/v3/picture/flags-sq-3/TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,2.0,50.0,12.0,4.0,814.0,3.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,2.0,117.0,35.0,29.0,7.0,36.0,35.0,71.0,0.0,0.0,52.0,79.0,,24.0,0.0,24.0,0.0,101.0,52.0,0.0,,103.0,10803.37,0.0,0x,1.0
405175,Seko Fofana,CIV,Côte d'Ivoire,MF,Midfielder,285023_43854,https://digitalhub.fifa.com/transform/08197d78-88b8-458f-9ad9-de192f25313c/FOFANA-Seko_405175,https://api.fifa.com/api/v3/picture/flags-sq-3/CIV,0.0,,,,,,0.0,3.37,,0.0,0.0,28.0,1.0,815.0,3.0,1.0,0.0,,,,0.0,,0.0,0.0,2.0,106.0,4.0,16.0,4.0,18.0,6.0,24.0,0.0,0.0,45.0,84.0,,6.0,1.0,29.0,0.0,168.0,54.0,0.0,,103.0,11627.71,,,1.0
336641,Ryan Thomas,NZL,New Zealand,MF,Midfielder,285023_43978,https://digitalhub.fifa.com/transform/daf68d11-59d7-46f3-98ec-25a359c8a3a9/THOMAS-Ryan_336641,https://api.fifa.com/api/v3/picture/flags-sq-3/NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,1.0,0.0,50.0,7.0,816.0,2.0,3.0,3.0,,,,0.0,0.0,0.0,0.0,2.0,62.0,6.0,12.0,4.0,15.0,7.0,22.0,0.0,0.0,25.0,72.0,,15.0,1.0,22.0,0.0,216.0,78.0,0.0,,103.0,13002.61,0.0,0x,0.0
411226,Djibril Sow,SUI,Switzerland,MF,Midfielder,285023_43971,https://digitalhub.fifa.com/transform/64b86b6f-824e-4ef9-aa1e-43cfff2a7df1/SOW-Djibril_411226,https://api.fifa.com/api/v3/picture/flags-sq-3/SUI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.59,0.0,0.0,0.0,30.0,4.0,817.0,4.0,1.0,1.0,,,,0.0,0.0,0.0,67.0,3.0,75.0,13.0,37.0,9.0,38.0,21.0,59.0,0.0,0.0,35.0,86.0,,4.0,0.0,22.0,0.0,204.0,73.0,100.0,,104.0,12440.73,0.0,0x,0.0
288961,Ehsan Hajisafi,IRN,IR Iran,DF,Defender,285023_43817,https://digitalhub.fifa.com/transform/6567ec6b-b63d-4163-8729-6e9ad25e32f7/HAJISAFI-Ehsan_288961,https://api.fifa.com/api/v3/picture/flags-sq-3/IRN,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.41,0.0,2.0,0.0,27.0,2.0,818.0,1.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,2.0,47.0,1.0,8.0,6.0,3.0,12.0,15.0,0.0,0.0,20.0,55.0,,2.0,1.0,7.0,0.0,134.0,48.0,100.0,,104.0,11464.24,0.08,0x,1.0
482670,Mohammad Ghorbani,IRN,IR Iran,MF,Midfielder,285023_43817,https://digitalhub.fifa.com/transform/814c55cf-f0a4-4191-bb6d-81c14881ad72/GHORBANI-Mohammad_482670,https://api.fifa.com/api/v3/picture/flags-sq-3/IRN,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.39,0.0,0.0,0.0,23.0,3.0,819.0,5.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,53.0,1.0,2.0,6.0,7.0,2.0,9.0,0.0,0.0,19.0,84.0,,4.0,0.0,14.0,0.0,191.0,53.0,0.0,,104.0,12481.86,0.18,0x,0.0
448411,Jacob Shaffelburg,CAN,Canada,MF,Midfielder,285023_43899,https://digitalhub.fifa.com/transform/fd23f2a2-eb9d-4232-97ff-03c924d6b24e/SHAFFELBURG-Jacob_448411,https://api.fifa.com/api/v3/picture/flags-sq-3/CAN,,,,,,,0.0,7.74,,11.0,18.0,21.0,6.0,820.0,5.0,1.0,0.0,,,,,,0.0,50.0,6.0,110.0,23.0,20.0,9.0,11.0,41.0,52.0,0.0,0.0,36.0,89.0,,20.0,5.0,16.0,0.0,169.0,89.0,0.0,,,13255.41,,,0.0
430518,Nawaf Bu Washl,KSA,Saudi Arabia,DF,Defender,285023_43835,https://digitalhub.fifa.com/transform/66433f37-d71a-4b14-ba06-da9d762320b4/NAWAF-BU-WASHL_430518,https://api.fifa.com/api/v3/picture/flags-sq-3/KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,27.0,4.0,821.0,3.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,85.0,2.0,3.0,4.0,3.0,6.0,9.0,0.0,0.0,46.0,76.0,,1.0,0.0,3.0,0.0,105.0,56.0,0.0,,104.0,10603.72,0.0,0x,0.0
406249,Ozan Kabak,TUR,Türkiye,DF,Defender,285023_43972,https://digitalhub.fifa.com/transform/c42910db-c5e6-4706-bc99-1e08456bd3ef/KABAK-Ozan_406249,https://api.fifa.com/api/v3/picture/flags-sq-3/TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,10.0,7.0,822.0,3.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,73.0,0.0,4.0,12.0,9.0,7.0,16.0,0.0,0.0,36.0,72.0,,2.0,0.0,11.0,0.0,100.0,33.0,0.0,,104.0,10366.33,0.0,0x,0.0
419077,Mark Mckenzie,USA,USA,DF,Defender,285023_43921,https://digitalhub.fifa.com/transform/492ad87d-f9a1-449e-9361-64323405107b/McKENZIE-Mark_419077,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,9.0,1.0,822.0,2.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,104.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,51.0,92.0,,0.0,0.0,8.0,0.0,148.0,50.0,0.0,,104.0,11338.0,0.0,0x,0.0
436599,Miles Robinson,USA,USA,DF,Defender,285023_43921,https://digitalhub.fifa.com/transform/30b49573-5890-4dc2-8e78-a8ab7d00d43e/ROBINSON-Miles_436599,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.7,0.0,0.0,0.0,11.0,5.0,822.0,6.0,2.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,129.0,0.0,0.0,15.0,10.0,5.0,15.0,0.0,0.0,58.0,93.0,,1.0,0.0,18.0,0.0,134.0,43.0,100.0,,104.0,11909.05,0.06,0x,0.0
448217,Matt Turner,USA,USA,GK,Goalkeeper,285023_43921,https://digitalhub.fifa.com/transform/01fb042f-5de5-41df-8104-7445672fdca5/TURNER-Matt_448217,https://api.fifa.com/api/v3/picture/flags-sq-3/USA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,33.0,73.0,,0.0,0.0,1.0,0.0,20.0,2.0,0.0,,104.0,5939.08,0.0,0x,0.0
436863,Frans Putros,IRQ,Iraq,DF,Defender,285023_43818,https://digitalhub.fifa.com/transform/e6406961-d495-4d2f-8851-539b32ab43a9/FRANS-PUTROS_436863,https://api.fifa.com/api/v3/picture/flags-sq-3/IRQ,,,,,,,1.0,1.95,,1.0,0.0,26.0,5.0,826.0,1.0,2.0,0.0,,,,,,0.0,100.0,2.0,55.0,5.0,2.0,1.0,1.0,7.0,8.0,0.0,0.0,28.0,93.0,,6.0,0.0,9.0,0.0,106.0,32.0,100.0,,105.0,10283.22,,,0.0
479077,Utkir Yusupov,UZB,Uzbekistan,GK,Goalkeeper,285023_44005,https://digitalhub.fifa.com/transform/c3025d34-eb01-4b77-85bd-127f692514c8/YUSUPOV-Utkir_479077,https://api.fifa.com/api/v3/picture/flags-sq-3/UZB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,0.0,0.0,0.0,0.0,0.0,827.0,0.0,0.0,1.0,27.0,21.0,1.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,12.0,7.0,5.0,12.0,0.0,0.0,29.0,59.0,,0.0,0.0,0.0,0.0,7.0,1.0,100.0,,105.0,5094.43,0.0,0x,0.0
419463,Yusuf Abdurisag,QAT,Qatar,FW,Forward,285023_43834,https://digitalhub.fifa.com/transform/a114c943-718b-4345-b9da-54f1b8eb923c/YUSUF-ABDURISAG_419463,https://api.fifa.com/api/v3/picture/flags-sq-3/QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,60.0,8.0,828.0,8.0,1.0,2.0,,,,0.0,0.0,0.0,0.0,3.0,33.0,10.0,7.0,1.0,11.0,7.0,18.0,0.0,0.0,14.0,64.0,,12.0,1.0,11.0,0.0,176.0,66.0,0.0,,105.0,12292.36,0.0,0x,0.0
448505,Saleh Hardani,IRN,IR Iran,DF,Defender,285023_43817,https://digitalhub.fifa.com/transform/0357126d-f784-46a7-901d-33d54b66598b/HARDANI-Saleh_448505,https://api.fifa.com/api/v3/picture/flags-sq-3/IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,0.0,1.0,0.0,46.0,6.0,829.0,5.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,70.0,3.0,4.0,10.0,1.0,16.0,17.0,0.0,0.0,29.0,72.0,,3.0,0.0,12.0,0.0,105.0,37.0,0.0,,107.0,10101.64,0.0,0x,0.0
448364,Amadou Onana,BEL,Belgium,MF,Midfielder,285023_43935,https://digitalhub.fifa.com/transform/697ee4f8-3df1-4ce5-a8b9-c9dae1ed6aba/ONANA-Amadou_448364,https://api.fifa.com/api/v3/picture/flags-sq-3/BEL,0.0,,,,,,0.0,4.71,,0.0,0.0,21.0,6.0,830.0,15.0,1.0,3.0,,,,0.0,,0.0,100.0,1.0,116.0,2.0,16.0,21.0,31.0,8.0,39.0,0.0,0.0,52.0,87.0,,6.0,0.0,20.0,0.0,123.0,36.0,0.0,,107.0,11340.6,,,0.0
463800,Carney Chukwuemeka,AUT,Austria,MF,Midfielder,285023_43934,https://digitalhub.fifa.com/transform/469aeffb-5ff1-4782-87c4-b3791f045384/CHUKWUEMEKA-Carney_463800,https://api.fifa.com/api/v3/picture/flags-sq-3/AUT,0.0,,,,,,0.0,4.93,,0.0,0.0,51.0,4.0,831.0,7.0,2.0,2.0,,,,0.0,,0.0,0.0,0.0,77.0,11.0,17.0,11.0,24.0,15.0,39.0,0.0,0.0,30.0,83.0,,18.0,1.0,27.0,0.0,160.0,58.0,0.0,,108.0,11569.81,,,0.0
505097,Samir El Mourabet,MAR,Morocco,MF,Midfielder,285023_43872,https://digitalhub.fifa.com/transform/1c4672ea-a846-45f7-ae85-85ec7559a30c/EL-MOURABET-Samir_505097,https://api.fifa.com/api/v3/picture/flags-sq-3/MAR,0.0,,,,,,1.0,7.62,,1.0,0.0,27.0,5.0,832.0,5.0,0.0,1.0,,,,0.0,,0.0,33.0,3.0,225.0,10.0,18.0,19.0,33.0,14.0,47.0,0.0,0.0,107.0,91.0,,11.0,0.0,32.0,0.0,195.0,70.0,100.0,,108.0,13045.25,,,0.0
481180,Shahriyar Moghanloo,IRN,IR Iran,FW,Forward,285023_43817,https://digitalhub.fifa.com/transform/b0036654-fcd0-4f2c-b924-468f7f63828e/MOGHANLOO-Shahriyar_481180,https://api.fifa.com/api/v3/picture/flags-sq-3/IRN,0.0,,,,,,1.0,7.1,,2.0,0.0,52.0,4.0,833.0,6.0,1.0,1.0,,,,0.0,,0.0,50.0,2.0,66.0,13.0,6.0,0.0,15.0,4.0,19.0,1.0,0.0,25.0,60.0,,22.0,4.0,17.0,0.0,168.0,47.0,0.0,,108.0,12254.16,,,0.0
401893,Nuno Da Costa,CPV,Cabo Verde,MF,Midfielder,285023_43850,https://digitalhub.fifa.com/transform/a9555196-ece6-4f39-8c07-103e12f4c900/NUNO-DA-COSTA_401893,https://api.fifa.com/api/v3/picture/flags-sq-3/CPV,0.0,,,,,,0.0,5.91,,1.0,0.0,22.0,2.0,834.0,4.0,0.0,3.0,,,,0.0,,0.0,40.0,5.0,57.0,23.0,11.0,1.0,22.0,13.0,35.0,0.0,0.0,17.0,76.0,,24.0,4.0,26.0,0.0,101.0,45.0,0.0,,109.0,10769.84,,,0.0
464906,Jakhongir Urozov,UZB,Uzbekistan,DF,Defender,285023_44005,https://digitalhub.fifa.com/transform/67fe075a-e8c6-4169-846b-6d436d647014/UROZOV-Jakhongir_464906,https://api.fifa.com/api/v3/picture/flags-sq-3/UZB,,,,0.0,,0.0,2.0,4.19,,0.0,0.0,9.0,5.0,835.0,2.0,0.0,0.0,,,,,0.0,0.0,100.0,1.0,87.0,0.0,2.0,8.0,4.0,6.0,10.0,0.0,0.0,45.0,69.0,,2.0,0.0,7.0,0.0,125.0,39.0,100.0,,,11462.91,,,0.0
423575,Ben Old,NZL,New Zealand,MF,Midfielder,285023_43978,https://digitalhub.fifa.com/transform/40fc67b2-858c-4985-9db3-ef1e32b864e9/OLD-Ben_423575,https://api.fifa.com/api/v3/picture/flags-sq-3/NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,0.0,1.0,0.0,28.0,4.0,836.0,2.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,2.0,75.0,17.0,13.0,5.0,17.0,18.0,35.0,0.0,0.0,33.0,76.0,,12.0,1.0,24.0,0.0,160.0,74.0,0.0,,112.0,12151.2,0.0,0x,0.0
504931,Lucas Herrington,AUS,Australia,DF,Defender,285023_43976,https://digitalhub.fifa.com/transform/b0e45418-ff7e-4fdf-a7ac-8e7bf2d63624/HERRINGTON-Lucas_504931,https://api.fifa.com/api/v3/picture/flags-sq-3/AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,4.0,1.0,837.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,12.0,3.0,9.0,12.0,0.0,0.0,60.0,95.0,,0.0,0.0,9.0,0.0,96.0,19.0,0.0,,113.0,10024.96,0.0,0x,0.0
448015,Cristian Volpato,AUS,Australia,FW,Forward,285023_43976,https://digitalhub.fifa.com/transform/e455ae41-95f0-454b-bd12-abdaffa68b7d/VOLPATO-Cristian_448015,https://api.fifa.com/api/v3/picture/flags-sq-3/AUS,0.0,2.0,0.0,2.0,1.0,0.0,0.0,4.65,5.0,9.0,11.0,27.0,3.0,838.0,6.0,1.0,1.0,,,,0.0,0.0,0.0,67.0,6.0,123.0,12.0,26.0,4.0,20.0,22.0,42.0,0.0,0.0,44.0,77.0,,33.0,1.0,38.0,0.0,190.0,59.0,0.0,,113.0,11906.79,0.2,0x,0.0
354861,Karim Boudiaf,QAT,Qatar,MF,Midfielder,285023_43834,https://digitalhub.fifa.com/transform/d73feeea-8ce1-447c-a008-c9b71e1e6295/KARIM-BOUDIAF_354861,https://api.fifa.com/api/v3/picture/flags-sq-3/QAT,,,,,,,0.0,4.59,,0.0,0.0,29.0,3.0,839.0,2.0,0.0,2.0,,,,,,0.0,50.0,4.0,143.0,7.0,34.0,17.0,31.0,27.0,58.0,0.0,0.0,69.0,94.0,,5.0,0.0,19.0,0.0,205.0,30.0,0.0,,,13129.49,,,0.0
430097,Ryan Christie,SCO,Scotland,MF,Midfielder,285023_43967,https://digitalhub.fifa.com/transform/fce70106-25b4-4b34-b12b-10e4c6e90c18/CHRISTIE-Ryan_430097,https://api.fifa.com/api/v3/picture/flags-sq-3/SCO,0.0,,,,,,0.0,7.62,,1.0,100.0,52.0,8.0,840.0,3.0,2.0,1.0,,,,0.0,,0.0,100.0,1.0,90.0,0.0,21.0,11.0,16.0,16.0,32.0,0.0,0.0,35.0,83.0,,15.0,0.0,24.0,0.0,208.0,53.0,0.0,,114.0,14260.28,,,1.0
491255,Daniel Svensson,SWE,Sweden,DF,Defender,285023_43970,https://digitalhub.fifa.com/transform/49dbfd16-1871-40c2-94d5-995f9e38cc04/SVENSSON-Daniel_491255,https://api.fifa.com/api/v3/picture/flags-sq-3/SWE,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.41,1.0,2.0,50.0,24.0,3.0,841.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,33.0,3.0,88.0,9.0,18.0,4.0,17.0,14.0,31.0,1.0,0.0,46.0,83.0,,8.0,0.0,12.0,0.0,149.0,63.0,0.0,,114.0,13088.54,0.01,0x,0.0
482874,Anis Hadj Moussa,ALG,Algeria,FW,Forward,285023_43843,https://digitalhub.fifa.com/transform/7446a4bb-0884-461c-8fd7-7ce4c93a0a46/HADJ-MOUSSA-Anis_482874,https://api.fifa.com/api/v3/picture/flags-sq-3/ALG,0.0,,,,,,1.0,4.9,,4.0,50.0,34.0,1.0,842.0,3.0,0.0,2.0,,,,0.0,,0.0,60.0,5.0,95.0,24.0,22.0,4.0,15.0,35.0,50.0,0.0,0.0,36.0,69.0,,20.0,2.0,27.0,0.0,151.0,60.0,100.0,,114.0,12312.89,,,0.0
482931,Marco Pasalic,CRO,Croatia,FW,Forward,285023_43938,https://digitalhub.fifa.com/transform/ea070001-3892-4086-89c9-fe982a729f5d/PASALIC-Marco_482931,https://api.fifa.com/api/v3/picture/flags-sq-3/CRO,0.0,,,,,,2.0,5.44,,12.0,8.0,40.0,7.0,843.0,5.0,0.0,2.0,,,,0.0,,0.0,89.0,9.0,115.0,21.0,17.0,4.0,9.0,33.0,42.0,2.0,0.0,37.0,62.0,,33.0,6.0,32.0,0.0,142.0,82.0,50.0,,114.0,12958.46,,,0.0
483496,Julian Ryerson,NOR,Norway,FW,Forward,285023_43961,https://digitalhub.fifa.com/transform/cf3ebe3b-012d-411b-af4e-ba0b59bb9e17/RYERSON-Julian_483496,https://api.fifa.com/api/v3/picture/flags-sq-3/NOR,,,,,,,0.0,3.32,,10.0,40.0,18.0,4.0,844.0,18.0,2.0,0.0,,,,,,0.0,45.0,11.0,146.0,2.0,8.0,0.0,2.0,8.0,10.0,0.0,0.0,70.0,83.0,,14.0,1.0,34.0,0.0,140.0,43.0,0.0,,,12119.18,,,0.0
401712,Kieran Tierney,SCO,Scotland,DF,Defender,285023_43967,https://digitalhub.fifa.com/transform/d2b1d878-bbcc-4e16-bb77-7a90a01d0e37/TIERNEY-Kieran_401712,https://api.fifa.com/api/v3/picture/flags-sq-3/SCO,0.0,,,,,,2.0,4.26,,7.0,43.0,31.0,6.0,845.0,12.0,3.0,2.0,,,,0.0,,0.0,100.0,1.0,113.0,14.0,22.0,11.0,8.0,39.0,47.0,0.0,0.0,48.0,75.0,,17.0,1.0,20.0,0.0,119.0,65.0,50.0,,115.0,12307.0,,,0.0
402898,Nicolas De La Cruz,URU,Uruguay,MF,Midfielder,285023_43930,https://digitalhub.fifa.com/transform/7694c9e6-d4f9-4f60-8173-5a3a79bcaaa2/DE-LA-CRUZ-Nicolas_402898,https://api.fifa.com/api/v3/picture/flags-sq-3/URU,0.0,4.0,0.0,1.0,2.0,3.0,4.0,6.33,4.0,4.0,50.0,36.0,6.0,846.0,7.0,2.0,3.0,,,,0.0,0.0,0.0,43.0,7.0,130.0,15.0,33.0,21.0,47.0,22.0,69.0,0.0,0.0,55.0,82.0,,13.0,1.0,33.0,0.0,174.0,65.0,100.0,,115.0,12114.61,0.11,0x,1.0
466585,Moise Bombito,CAN,Canada,DF,Defender,285023_43899,https://digitalhub.fifa.com/transform/2d2bbffa-0dcf-47c1-b681-706566867489/BOMBITO-Moise_466585,https://api.fifa.com/api/v3/picture/flags-sq-3/CAN,0.0,,,,,,0.0,2.84,,0.0,0.0,5.0,0.0,847.0,1.0,1.0,0.0,,,,0.0,,0.0,100.0,2.0,151.0,1.0,0.0,19.0,9.0,11.0,20.0,0.0,0.0,70.0,91.0,,1.0,1.0,9.0,0.0,114.0,36.0,0.0,,115.0,11020.64,,,0.0
308322,Nicolas Tagliafico,ARG,Argentina,DF,Defender,285023_43922,https://digitalhub.fifa.com/transform/dd4d5f75-b3d4-4ff2-81bf-c16bf0b0a061/TAGLIAFICO-Nicolas_308322,https://api.fifa.com/api/v3/picture/flags-sq-3/ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,1.0,100.0,13.0,1.0,848.0,2.0,1.0,3.0,,,,0.0,0.0,0.0,33.0,3.0,118.0,10.0,14.0,24.0,4.0,44.0,48.0,0.0,0.0,60.0,88.0,,8.0,1.0,12.0,0.0,130.0,36.0,0.0,,116.0,11488.24,0.0,0x,0.0
332847,Leandro Paredes,ARG,Argentina,MF,Midfielder,285023_43922,https://digitalhub.fifa.com/transform/76c073ae-2d3c-47b6-8fb5-698893f91a6f/PAREDES-Leandro_332847,https://api.fifa.com/api/v3/picture/flags-sq-3/ARG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.51,1.0,2.0,50.0,9.0,0.0,849.0,4.0,1.0,0.0,,,,0.0,0.0,0.0,33.0,3.0,360.0,1.0,17.0,69.0,61.0,26.0,87.0,0.0,0.0,175.0,93.0,,5.0,0.0,16.0,0.0,132.0,29.0,100.0,,116.0,12108.52,0.0,0x,1.0
480966,Laros Duarte,CPV,Cabo Verde,MF,Midfielder,285023_43850,https://digitalhub.fifa.com/transform/2650fbd7-f8a2-409e-8b2d-85042a719c52/LAROS-DUARTE_480966,https://api.fifa.com/api/v3/picture/flags-sq-3/CPV,0.0,,,,,,0.0,7.06,,2.0,100.0,73.0,2.0,850.0,7.0,0.0,1.0,,,,0.0,,0.0,50.0,2.0,66.0,5.0,34.0,6.0,30.0,15.0,45.0,0.0,0.0,24.0,79.0,,12.0,2.0,24.0,0.0,165.0,42.0,0.0,,116.0,13729.34,,,0.0
